항로,출발지,도착지,선박,객실등급, 일반대인 , 일반소아 , 도서대인 , 도서소아 ,시행일자,입력일시
여수-둔병,여수,낭도_사도,용훈호,일등실,8500,4250,2600,1300,2007-09-10,50:42.3
여수-둔병,여수,낭도_사도,용훈호,일등실,700,350,550,250,2007-09-20,24:29.1
여수-둔병,여수,낭도_사도,대형카훼리3호,1등실,850,400,750,350,2008-07-25,41:10.4
여수-둔병,여수,낭도_사도,태평양1호,등급없음,1000,250,450,200,2014-08-21,01:06.2
여수-둔병,여수,낭도_사도,태평양1호,일반실,1000,250,450,200,2017-05-29,46:59.2
여수-둔병,여수,낭도_사도,태평양1호,일반실,1000,250,450,200,2021-10-08,56:23.1
여수-둔병,여수,낭도_사도,백조호,1등실,600,300,500,250,2002-06-01,30:05.6
여수-둔병,여수,낭도_사도,백조호,1등실,8500,4250,2600,1300,2007-09-10,50:42.3
여수-둔병,여수,낭도_사도,백조호,1등실,700,350,550,250,2007-09-20,24:29.1
여수-둔병,여수,낭도_사도,백조호,1등실,850,400,750,350,2008-07-25,41:10.4
여수-둔병,여수,낭도_사도,백조호,1등실,850,400,750,350,2010-06-08,25:38.1
여수-둔병,여수,낭도_사도,백조호,1등실,1000,250,450,200,2012-05-01,01:06.2
여수-둔병,여수,낭도_사도,제98화랑호,,600,300,500,250,2002-06-01,30:05.6
여수-둔병,여수,낭도_사도,제98화랑호,,8500,4250,2600,1300,2007-09-10,50:42.3
여수-둔병,여수,낭도_사도,제98화랑호,,700,350,550,250,2007-09-20,24:29.1
여수-둔병,여수,낭도_사도,제98화랑호,,850,400,750,350,2008-07-25,41:10.4
여수-둔병,여수,낭도_사도,제98화랑호,,850,400,750,350,2010-06-08,25:38.1
여수-둔병,여수,낭도_사도,제98화랑호,,1000,250,450,200,2012-05-01,01:06.2
여수-둔병,여수,상화도,용훈호,등급없음,500,250,400,200,2002-06-01,30:05.6
여수-둔병,여수,상화도,용훈호,일등실,7100,3550,2100,1150,2007-09-10,50:42.3
여수-둔병,여수,상화도,용훈호,일등실,600,300,450,200,2007-09-20,24:29.1
여수-둔병,여수,상화도,대형카훼리3호,1등실,700,350,650,300,2008-07-25,41:10.4
여수-둔병,여수,상화도,태평양1호,등급없음,800,200,350,200,2014-08-21,01:06.2
여수-둔병,여수,상화도,태평양1호,일반실,800,200,350,200,2017-05-29,46:59.2
여수-둔병,여수,상화도,태평양1호,일반실,800,200,350,200,2021-10-08,56:23.1
여수-둔병,여수,상화도,백조호,1등실,500,250,400,200,2002-06-01,30:05.6
여수-둔병,여수,상화도,백조호,1등실,7100,3550,2100,1150,2007-09-10,50:42.3
여수-둔병,여수,상화도,백조호,1등실,600,300,450,200,2007-09-20,24:29.1
여수-둔병,여수,상화도,백조호,1등실,700,350,650,300,2008-07-25,41:10.4
여수-둔병,여수,상화도,백조호,1등실,700,350,650,300,2010-06-08,25:38.1
여수-둔병,여수,상화도,백조호,1등실,800,200,350,200,2012-05-01,01:06.2
여수-둔병,여수,상화도,제98화랑호,,500,250,400,200,2002-06-01,30:05.6
여수-둔병,여수,상화도,제98화랑호,,7100,3550,2100,1150,2007-09-10,50:42.3
여수-둔병,여수,상화도,제98화랑호,,600,300,450,200,2007-09-20,24:29.1
여수-둔병,여수,상화도,제98화랑호,,700,350,650,300,2008-07-25,41:10.4
여수-둔병,여수,상화도,제98화랑호,,700,350,650,300,2010-06-08,25:38.1
여수-둔병,여수,상화도,제98화랑호,,800,200,350,200,2012-05-01,01:06.2
여수-둔병,여수,상화도,제98화랑호,일반실,800,200,350,200,2017-06-05,52:37.7
여수-둔병,여수,낭도_추도,태평양1호,등급없음,1000,250,450,200,2014-08-21,01:06.2
여수-둔병,여수,낭도_추도,태평양1호,일반실,1000,250,450,200,2017-05-29,46:59.2
여수-둔병,여수,낭도_추도,태평양1호,일반실,1000,250,450,200,2021-10-08,56:23.1
여수-둔병,여수,낭도_추도,백조호,1등실,1000,250,450,200,2012-05-01,01:06.2
여수-둔병,여수,낭도_추도,제98화랑호,,1000,250,450,200,2012-05-01,01:06.2
여수-둔병,여수,낭도_추도,제98화랑호,일반실,1000,250,450,200,2017-06-05,52:37.7
여수-둔병,여수,하화도,용훈호,등급없음,500,250,400,200,2002-06-01,30:05.6
여수-둔병,여수,하화도,용훈호,일등실,7100,3550,2100,1150,2007-09-10,50:42.3
여수-둔병,여수,하화도,용훈호,일등실,600,300,450,200,2007-09-20,24:29.1
여수-둔병,여수,하화도,대형카훼리3호,1등실,700,350,650,300,2008-07-25,41:10.4
여수-둔병,여수,하화도,태평양1호,등급없음,800,200,350,200,2014-08-21,01:06.2
여수-둔병,여수,하화도,태평양1호,일반실,800,200,350,200,2017-05-29,46:59.2
여수-둔병,여수,하화도,태평양1호,일반실,800,200,350,200,2021-10-08,56:23.1
여수-둔병,여수,하화도,백조호,1등실,500,250,400,200,2002-06-01,30:05.6
여수-둔병,여수,하화도,백조호,1등실,7100,3550,2100,1150,2007-09-10,50:42.3
여수-둔병,여수,하화도,백조호,1등실,600,300,450,200,2007-09-20,24:29.1
여수-둔병,여수,하화도,백조호,1등실,700,350,650,300,2008-07-25,41:10.4
여수-둔병,여수,하화도,백조호,1등실,700,350,650,300,2010-06-08,25:38.0
여수-둔병,여수,하화도,백조호,1등실,800,200,350,200,2012-05-01,01:06.2
여수-둔병,여수,하화도,제98화랑호,,500,250,400,200,2002-06-01,30:05.6
여수-둔병,여수,하화도,제98화랑호,,7100,3550,2100,1150,2007-09-10,50:42.3
여수-둔병,여수,하화도,제98화랑호,,600,300,450,200,2007-09-20,24:29.1
여수-둔병,여수,하화도,제98화랑호,,700,350,650,300,2008-07-25,41:10.4
여수-둔병,여수,하화도,제98화랑호,,700,350,650,300,2010-06-08,25:38.0
여수-둔병,여수,하화도,제98화랑호,,800,200,350,200,2012-05-01,01:06.2
여수-둔병,여수,하화도,제98화랑호,일반실,800,200,350,200,2017-06-05,52:37.7
여수-낭도,여수,개도_여석,용훈호,등급없음,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,개도_여석,용훈호,일등실,550,250,450,200,2006-07-01,23:40.4
여수-낭도,여수,개도_여석,대형카훼리3호,1등실,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,개도_여석,대형카훼리3호,1등실,550,250,450,200,2006-07-01,23:40.4
여수-낭도,여수,개도_여석,백조호,1등실,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,개도_여석,백조호,1등실,550,250,450,200,2006-07-01,23:40.4
여수-낭도,여수,개도_여석,제98화랑호,,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,개도_여석,제98화랑호,,550,250,450,200,2006-07-01,23:40.4
여수-낭도,여수,개도_모전,용훈호,등급없음,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,개도_모전,용훈호,일등실,550,250,450,200,2006-07-01,23:40.4
여수-낭도,여수,개도_모전,대형카훼리3호,1등실,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,개도_모전,대형카훼리3호,1등실,550,250,450,200,2006-07-01,23:40.4
여수-낭도,여수,개도_모전,백조호,1등실,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,개도_모전,백조호,1등실,550,250,450,200,2006-07-01,23:40.4
여수-낭도,여수,개도_모전,제98화랑호,,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,개도_모전,제98화랑호,,550,250,450,200,2006-07-01,23:40.4
여수-낭도,여수,낭도,용훈호,등급없음,800,400,650,300,2006-01-01,22:55.2
여수-낭도,여수,낭도,용훈호,일등실,900,450,700,350,2006-07-01,23:40.5
여수-낭도,여수,낭도,대형카훼리3호,1등실,800,400,650,300,2006-01-01,22:55.2
여수-낭도,여수,낭도,대형카훼리3호,1등실,900,450,700,350,2006-07-01,23:40.5
여수-낭도,여수,낭도,백조호,1등실,800,400,650,300,2006-01-01,22:55.2
여수-낭도,여수,낭도,백조호,1등실,900,450,700,350,2006-07-01,23:40.5
여수-낭도,여수,낭도,제98화랑호,,800,400,650,300,2006-01-01,22:55.2
여수-낭도,여수,낭도,제98화랑호,,900,450,700,350,2006-07-01,23:40.5
여수-낭도,여수,낭도_규포,용훈호,등급없음,800,400,650,300,2006-01-01,22:55.2
여수-낭도,여수,낭도_규포,용훈호,일등실,900,550,700,350,2006-07-01,23:40.5
여수-낭도,여수,낭도_규포,대형카훼리3호,1등실,800,400,650,300,2006-01-01,22:55.2
여수-낭도,여수,낭도_규포,대형카훼리3호,1등실,900,550,700,350,2006-07-01,23:40.5
여수-낭도,여수,낭도_규포,백조호,1등실,800,400,650,300,2006-01-01,22:55.2
여수-낭도,여수,낭도_규포,백조호,1등실,900,550,700,350,2006-07-01,23:40.5
여수-낭도,여수,낭도_규포,제98화랑호,,800,400,650,300,2006-01-01,22:55.2
여수-낭도,여수,낭도_규포,제98화랑호,,900,550,700,350,2006-07-01,23:40.5
여수-낭도,여수,낭도_사도,용훈호,등급없음,600,300,500,250,2006-01-01,22:55.2
여수-낭도,여수,낭도_사도,백조호,1등실,600,300,500,250,2006-01-01,22:55.2
여수-낭도,여수,낭도_사도,백조호,1등실,700,350,550,250,2006-07-01,23:40.5
여수-낭도,여수,낭도_사도,제98화랑호,,600,300,500,250,2006-01-01,22:55.2
여수-낭도,여수,낭도_사도,제98화랑호,,700,350,550,250,2006-07-01,23:40.5
여수-낭도,여수,상화도,용훈호,등급없음,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,상화도,용훈호,일등실,600,300,450,200,2006-07-01,23:40.5
여수-낭도,여수,상화도,대형카훼리3호,1등실,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,상화도,대형카훼리3호,1등실,600,300,450,200,2006-07-01,23:40.5
여수-낭도,여수,상화도,백조호,1등실,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,상화도,백조호,1등실,600,300,450,200,2006-07-01,23:40.5
여수-낭도,여수,상화도,제98화랑호,,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,상화도,제98화랑호,,600,300,450,200,2006-07-01,23:40.5
여수-낭도,여수,하화도,용훈호,등급없음,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,하화도,용훈호,일등실,600,300,450,200,2006-07-01,23:40.4
여수-낭도,여수,하화도,대형카훼리3호,1등실,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,하화도,대형카훼리3호,1등실,600,300,450,200,2006-07-01,23:40.4
여수-낭도,여수,하화도,백조호,1등실,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,하화도,백조호,1등실,600,300,450,200,2006-07-01,23:40.4
여수-낭도,여수,하화도,제98화랑호,,500,250,400,200,2006-01-01,22:55.2
여수-낭도,여수,하화도,제98화랑호,,600,300,450,200,2006-07-01,23:40.4
여수-연도,여수,안도,순풍호,1등실,900,450,750,350,2002-10-15,56:02.0
여수-연도,여수,안도,두둥실호,1등실,900,450,750,350,2002-10-15,56:02.0
여수-연도,여수,연도_여수시,순풍호,1등실,1100,550,750,350,2002-10-15,56:02.0
여수-연도,여수,연도_여수시,두둥실호,1등실,1100,550,750,350,2002-10-15,56:02.0
여수-연도,여수,화태도,순풍호,1등실,550,250,550,250,2002-10-15,56:02.0
여수-연도,여수,화태도,두둥실호,1등실,550,250,550,250,2002-10-15,56:02.0
여수-연도,여수,금오_우학,순풍호,1등실,800,400,750,350,2002-10-15,56:02.0
여수-연도,여수,금오_우학,두둥실호,1등실,800,400,750,350,2002-10-15,56:02.0
여수-연도,여수,심장,순풍호,1등실,950,450,750,350,2002-10-15,56:02.0
여수-연도,여수,심장,두둥실호,1등실,950,450,750,350,2002-10-15,56:02.0
여수-연도,여수,서고지,순풍호,1등실,1000,500,750,350,2002-10-15,56:02.0
여수-연도,여수,서고지,두둥실호,1등실,1000,500,750,350,2002-10-15,56:02.0
여수-연도,여수,역포,순풍호,1등실,1050,500,750,350,2002-10-15,56:02.0
여수-연도,여수,역포,두둥실호,1등실,1050,500,750,350,2002-10-15,56:02.0
여수-안도-연도,여수,안도,금오고속페리호,등급없음,1350,600,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,안도,금오고속페리호,등급없음,1350,300,600,300,2012-05-17,42:50.2
여수-안도-연도,여수,안도,금오고속페리호,등급없음,1500,400,700,350,2023-04-01,09:09.8
여수-안도-연도,여수,안도,은해페리호,등급없음,1500,400,700,350,2023-10-13,50:04.7
여수-안도-연도,여수,안도,북도고속페리호,일반실,1500,400,700,350,2025-02-03,24:37.9
여수-안도-연도,여수,안도,한림페리11호,등급없음,1350,600,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,안도,한림페리11호,등급없음,1350,300,600,300,2012-05-17,42:50.2
여수-안도-연도,여수,안도,한림페리호,등급없음,1200,600,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,안도,내해페리,등급없음,1200,600,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,안도,금오페리7호,일반실,1350,300,600,300,2013-09-09,42:31.1
여수-안도-연도,여수,안도,금오고속페리호,등급없음,1350,600,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,안도,금오고속페리호,등급없음,1350,300,600,300,2012-05-17,42:50.2
여수-안도-연도,여수,안도,금오고속페리호,등급없음,1500,400,700,350,2022-05-27,36:47.7
여수-안도-연도,여수,안도,은해페리호,등급없음,1350,300,600,300,2021-09-08,53:26.2
여수-안도-연도,여수,안도,은해페리호,등급없음,1500,400,700,350,2022-10-15,37:56.0
여수-안도-연도,여수,안도,금오페리7호,등급없음,1350,300,600,300,2016-06-07,00:00.0
여수-안도-연도,여수,안도,한림페리3호,등급없음,1350,300,600,300,2021-01-13,39:47.8
여수-안도-연도,여수,연도_여수시,금오고속페리호,등급없음,1500,700,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,연도_여수시,금오고속페리호,등급없음,1500,400,700,350,2012-05-17,42:50.2
여수-안도-연도,여수,연도_여수시,금오고속페리호,등급없음,1500,450,750,400,2023-04-01,09:09.8
여수-안도-연도,여수,연도_여수시,은해페리호,등급없음,1500,450,750,400,2023-10-13,50:04.7
여수-안도-연도,여수,연도_여수시,북도고속페리호,일반실,1500,450,750,400,2025-02-03,24:37.9
여수-안도-연도,여수,연도_여수시,한림페리11호,등급없음,1500,700,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,연도_여수시,한림페리11호,등급없음,1500,400,700,350,2012-05-17,42:50.2
여수-안도-연도,여수,연도_여수시,한림페리호,등급없음,1450,700,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,연도_여수시,내해페리,등급없음,1450,700,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,연도_여수시,금오페리7호,일반실,1500,400,700,350,2013-09-09,42:31.1
여수-안도-연도,여수,연도_여수시,금오고속페리호,등급없음,1500,700,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,연도_여수시,금오고속페리호,등급없음,1500,400,700,350,2012-05-17,42:50.2
여수-안도-연도,여수,연도_여수시,금오고속페리호,등급없음,1500,450,750,400,2022-05-27,36:47.7
여수-안도-연도,여수,연도_여수시,은해페리호,등급없음,1500,400,700,350,2021-09-08,53:26.2
여수-안도-연도,여수,연도_여수시,은해페리호,등급없음,1500,450,750,400,2022-10-15,37:56.0
여수-안도-연도,여수,연도_여수시,금오페리7호,등급없음,1500,400,700,350,2016-06-07,00:00.0
여수-안도-연도,여수,연도_여수시,한림페리3호,등급없음,1500,400,700,350,2021-01-13,39:47.8
여수-안도-연도,여수,금오_우학,금오고속페리호,등급없음,1100,500,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,금오_우학,금오고속페리호,등급없음,1100,250,500,250,2012-05-17,42:50.2
여수-안도-연도,여수,금오_우학,금오고속페리호,등급없음,1300,300,550,250,2023-04-01,09:09.8
여수-안도-연도,여수,금오_우학,은해페리호,등급없음,1300,300,550,250,2023-10-13,50:04.7
여수-안도-연도,여수,금오_우학,북도고속페리호,일반실,1300,300,550,250,2025-02-03,24:37.9
여수-안도-연도,여수,금오_우학,한림페리11호,등급없음,1100,500,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,금오_우학,한림페리11호,등급없음,1100,250,500,250,2012-05-17,42:50.2
여수-안도-연도,여수,금오_우학,한림페리호,등급없음,1000,500,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,금오_우학,내해페리,등급없음,1000,500,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,금오_우학,금오페리7호,일반실,1100,250,500,250,2013-09-09,42:31.1
여수-안도-연도,여수,금오_우학,금오고속페리호,등급없음,1100,500,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,금오_우학,금오고속페리호,등급없음,1100,250,500,250,2012-05-17,42:50.2
여수-안도-연도,여수,금오_우학,금오고속페리호,등급없음,1300,300,550,250,2022-05-27,36:47.7
여수-안도-연도,여수,금오_우학,은해페리호,등급없음,1100,250,500,250,2021-09-08,53:26.2
여수-안도-연도,여수,금오_우학,은해페리호,등급없음,1300,300,550,250,2022-10-15,37:56.0
여수-안도-연도,여수,금오_우학,금오페리7호,등급없음,1100,250,500,250,2016-06-07,00:00.0
여수-안도-연도,여수,금오_우학,한림페리3호,등급없음,1100,250,500,250,2021-01-13,39:47.8
여수-안도-연도,여수,금오_여천,금오고속페리호,등급없음,850,350,750,350,2010-03-21,24:51.7
여수-안도-연도,여수,금오_여천,금오고속페리호,등급없음,850,200,350,200,2012-05-17,42:50.2
여수-안도-연도,여수,금오_여천,금오고속페리호,등급없음,1000,250,450,200,2023-04-01,09:09.8
여수-안도-연도,여수,금오_여천,은해페리호,등급없음,1000,250,450,200,2023-10-13,50:04.7
여수-안도-연도,여수,금오_여천,북도고속페리호,일반실,1000,250,450,200,2025-02-03,24:37.9
여수-안도-연도,여수,금오_여천,한림페리11호,등급없음,850,350,750,350,2010-03-21,24:51.7
여수-안도-연도,여수,금오_여천,한림페리11호,등급없음,850,200,350,200,2012-05-17,42:50.2
여수-안도-연도,여수,금오_여천,한림페리호,등급없음,750,350,700,350,2010-03-21,24:51.7
여수-안도-연도,여수,금오_여천,내해페리,등급없음,750,350,700,350,2010-03-21,24:51.7
여수-안도-연도,여수,금오_여천,금오페리7호,일반실,850,200,350,200,2013-09-09,42:31.1
여수-안도-연도,여수,금오_여천,금오고속페리호,등급없음,850,350,750,350,2010-03-21,24:51.7
여수-안도-연도,여수,금오_여천,금오고속페리호,등급없음,850,200,350,200,2012-05-17,42:50.2
여수-안도-연도,여수,서고지,금오고속페리호,등급없음,1350,300,600,300,2012-05-17,42:50.2
여수-안도-연도,여수,서고지,금오고속페리호,등급없음,1500,400,700,350,2022-05-27,36:47.7
여수-안도-연도,여수,서고지,은해페리호,등급없음,1350,300,600,300,2021-09-08,53:26.2
여수-안도-연도,여수,서고지,은해페리호,등급없음,1500,400,700,350,2022-10-15,37:56.0
여수-안도-연도,여수,서고지,금오페리7호,등급없음,1350,300,600,300,2016-06-07,00:00.0
여수-안도-연도,여수,서고지,한림페리3호,등급없음,1350,300,600,300,2021-01-13,39:47.8
여수-안도-연도,여수,역포,금오고속페리호,등급없음,1400,650,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,역포,금오고속페리호,등급없음,1400,350,600,300,2012-05-17,42:50.2
여수-안도-연도,여수,역포,금오고속페리호,등급없음,1500,400,750,350,2023-04-01,09:09.8
여수-안도-연도,여수,역포,은해페리호,등급없음,1500,400,750,350,2023-10-13,50:04.7
여수-안도-연도,여수,역포,북도고속페리호,일반실,1500,400,750,350,2025-02-03,24:37.9
여수-안도-연도,여수,역포,한림페리11호,등급없음,1400,650,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,역포,한림페리11호,등급없음,1400,350,600,300,2012-05-17,42:50.2
여수-안도-연도,여수,역포,한림페리호,등급없음,1300,650,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,역포,내해페리,등급없음,1300,650,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,역포,금오페리7호,일반실,1400,350,600,300,2013-09-09,42:31.1
여수-안도-연도,여수,역포,금오고속페리호,등급없음,1400,650,750,350,2010-03-21,24:51.8
여수-안도-연도,여수,역포,금오고속페리호,등급없음,1400,350,600,300,2012-05-17,42:50.2
여수-안도-연도,여수,역포,금오고속페리호,등급없음,1500,400,750,350,2022-05-27,36:47.7
여수-안도-연도,여수,역포,은해페리호,등급없음,1400,350,600,300,2021-09-08,53:26.2
여수-안도-연도,여수,역포,은해페리호,등급없음,1500,400,750,350,2022-10-15,37:56.0
여수-안도-연도,여수,역포,금오페리7호,등급없음,1400,350,600,300,2016-06-07,00:00.0
여수-안도-연도,여수,역포,한림페리3호,등급없음,1400,350,600,300,2021-01-13,39:47.8
여수-엑스포,여수엑스포,여수,한려크루즈호,일반실,500,250,300,150,2014-08-30,13:30.5
여수-엑스포,여수엑스포,여수,한려크루즈호,일반실,500,250,300,150,2014-08-30,13:30.5
여수-엑스포,여수,여수엑스포,한려크루즈호,일반실,500,250,300,150,2014-08-30,13:30.5
여수-엑스포,여수,여수엑스포,한려크루즈호,일반실,500,250,300,150,2014-08-30,13:30.5
여수-오동도-여수,여수,오동도,스타맥스호,일등실,350,180,0,0,2012-01-01,35:57.0
여수-오동도-여수,여수,오동도,스타맥스호,등급없음,350,180,0,0,2012-01-01,35:57.0
여수-오동도-여수,여수,오동도,거문도사랑,등급없음,1500,0,0,0,2007-12-31,40:50.9
여수-오동도-여수,여수,오동도,뉴아카디아,일반석,1500,0,0,0,2007-12-31,40:50.9
여수-오동도-여수,여수,오동도,백령아일랜드,1등실,1500,0,0,0,2007-12-31,40:50.9
여수-남해,여수,오동도,용훈호,일등실,650,300,0,0,2006-03-16,10:26.5
여수-남해,여수,노량,용훈호,일등실,1500,750,0,0,2006-03-16,10:26.5
여수-남해,여수,향일암,용훈호,일등실,1300,650,0,0,2006-03-16,10:26.5
여수-엑스포-서상,여수엑스포,여수,한려크루즈호,일반실,0,0,0,0,2014-08-29,22:46.4
여수-엑스포-서상,여수엑스포,여수,한려크루즈호,일반실,600,250,0,0,2014-10-03,22:24.7
여수-엑스포-서상,여수엑스포,여수,한려크루즈호,일반실,600,250,0,0,2014-10-04,30:19.1
여수-엑스포-서상,여수엑스포,여수,내해페리,등급없음,0,0,0,0,2015-05-25,10:23.6
여수-엑스포-서상,여수엑스포,여수,내해페리,등급없음,0,0,0,0,2015-05-26,00:27.4
여수-엑스포-서상,여수엑스포,서상_남해,한려크루즈호,일반실,0,0,0,0,2014-08-29,22:46.4
여수-엑스포-서상,여수엑스포,서상_남해,한려크루즈호,일반실,1000,250,0,0,2014-10-03,22:24.7
여수-엑스포-서상,여수엑스포,서상_남해,한려크루즈호,일반실,1000,250,0,0,2014-10-04,30:19.1
여수-엑스포-서상,여수엑스포,서상_남해,내해페리,등급없음,900,450,0,0,2015-05-25,10:23.6
여수-엑스포-서상,여수엑스포,서상_남해,내해페리,등급없음,1000,250,0,0,2015-05-26,00:27.4
여수-엑스포-서상,여수,여수엑스포,한려크루즈호,일반실,600,200,0,0,2014-08-29,22:46.4
여수-엑스포-서상,여수,여수엑스포,한려크루즈호,일반실,600,250,0,0,2014-10-03,22:24.7
여수-엑스포-서상,여수,여수엑스포,한려크루즈호,일반실,600,250,0,0,2014-10-04,30:19.0
여수-엑스포-서상,여수,여수엑스포,내해페리,등급없음,0,0,0,0,2015-05-25,10:23.5
여수-엑스포-서상,여수,여수엑스포,내해페리,등급없음,0,0,0,0,2015-05-26,00:27.4
여수-엑스포-서상,여수,서상_남해,한려크루즈호,일반실,1000,250,0,0,2014-08-29,22:46.4
여수-엑스포-서상,여수,서상_남해,한려크루즈호,일반실,1200,300,0,0,2014-10-03,28:08.7
여수-엑스포-서상,여수,서상_남해,한려크루즈호,일반실,1200,300,0,0,2014-10-04,30:19.0
여수-엑스포-서상,여수,서상_남해,내해페리,등급없음,0,0,0,0,2015-05-25,10:23.5
여수-엑스포-서상,여수,서상_남해,내해페리,등급없음,0,0,0,0,2015-05-26,00:27.4
여수-하동,여수,노량,용훈호,일등실,1500,750,0,0,2006-03-10,39:50.7
여수-하동,여수,노량,아라리호,1등실,750,350,0,0,2002-11-01,34:21.1
여수-하동,여수,노량,아라리호,1등실,1000,0,0,0,2003-02-12,06:54.6
여수-하동,여수,노량,아라리호,1등실,1000,500,0,0,2003-02-18,46:46.9
여수-하동,여수,망덕,용훈호,일등실,1500,750,0,0,2006-03-10,39:50.7
여수-하동,여수,망덕,아라리호,1등실,1200,600,0,0,2002-11-01,34:21.1
여수-하동,여수,망덕,아라리호,1등실,0,0,0,0,2003-02-12,06:54.6
여수-하동,여수,망덕,아라리호,1등실,1500,750,0,0,2003-02-18,46:46.9
여수-하동,여수,하동,용훈호,일등실,1500,750,0,0,2006-03-10,39:50.7
여수-하동,여수,하동,아라리호,1등실,1500,750,0,0,2002-11-01,34:21.1
여수-하동,여수,하동,아라리호,1등실,0,0,0,0,2003-02-12,06:54.7
여수-하동,여수,하동,아라리호,1등실,1500,750,0,0,2003-02-18,46:46.9
여수-향일암,여수,향일암,아라리호,1등실,1500,750,0,0,2003-01-01,09:37.8
여수-향일암,여수,향일암,아라리호,1등실,1500,750,0,0,2004-01-01,50:13.4
여수-향일암,여수,향일암,페가서스호,1층좌석,1500,750,0,0,2003-01-01,09:37.8
여수-향일암,여수,향일암,페가서스호,1층좌석,1500,750,0,0,2004-01-01,50:13.4
여수-향일암,여수,향일암,페가서스호,2층좌석,1500,750,0,0,2003-01-01,09:37.8
여수-향일암,여수,향일암,페가서스호,2층좌석,1500,750,0,0,2004-01-01,50:13.4
여수-향일암,여수,향일암,데모크라시 1호,일반석,0,0,0,0,2009-12-31,51:22.8
여수-향일암,여수,향일암,데모크라시 1호,일반석,1500,750,0,0,2010-01-01,29:58.3
여수-향일암,여수,향일암,거문도사랑,등급없음,1200,600,0,0,2009-01-01,13:28.9
여수-향일암,여수,향일암,남 해  퀸,1층,1500,750,0,0,2020-09-29,37:52.8
여수-향일암,여수,향일암,남 해  퀸,2층,1500,750,0,0,2020-09-29,37:56.7
여수-향일암,여수,향일암,남 해  퀸,2층VIP1,1500,750,0,0,2020-09-29,37:59.3
여수-향일암,여수,향일암,남 해  퀸,2층VIP2,1500,750,0,0,2020-09-29,38:01.9
여수-향일암,여수,향일암,뉴아카디아,일반석,1200,600,0,0,2009-01-01,13:28.9
여수-향일암,여수,향일암,줄리아 아쿠아,일반석,0,0,0,0,2009-12-31,51:22.8
여수-향일암,여수,향일암,줄리아 아쿠아,일반석,1500,750,0,0,2010-01-01,29:58.3
여수-향일암,여수,향일암,백령아일랜드,1등실,1200,600,0,0,2009-01-01,13:28.9
여수-향일암,여수,향일암,파라다이스,1층,1500,750,0,0,2021-04-14,48:57.6
여수-향일암,여수,향일암,파라다이스,2층,1500,750,0,0,2021-04-14,49:01.8
여수-향일암,여수,향일암,남 해  퀸,1층,1500,750,0,0,2020-09-29,37:52.8
여수-향일암,여수,향일암,남 해  퀸,1층,1500,750,0,0,2022-02-28,03:52.7
여수-향일암,여수,향일암,남 해  퀸,2층,1500,750,0,0,2020-09-29,37:56.7
여수-향일암,여수,향일암,남 해  퀸,2층,1500,750,0,0,2022-02-28,03:52.7
여수-향일암,여수,향일암,남 해  퀸,2층VIP1,1500,750,0,0,2020-09-29,37:59.3
여수-향일암,여수,향일암,남 해  퀸,2층VIP1,1500,750,0,0,2022-02-28,03:52.8
여수-향일암,여수,향일암,남 해  퀸,2층VIP2,1500,750,0,0,2020-09-29,38:01.9
여수-향일암,여수,향일암,남 해  퀸,2층VIP2,1500,750,0,0,2022-02-28,03:52.8
여수-향일암,여수,향일암,줄리아 아쿠아,일반석,0,0,0,0,2009-12-31,51:22.8
여수-향일암,여수,향일암,줄리아 아쿠아,일반석,1500,750,0,0,2010-01-01,29:58.3
