항로,출발지,도착지,선박,객실등급, 일반대인 , 일반소아 , 도서대인 , 도서소아 ,시행일자,입력일시
완도-녹동,완도,금당도,평화훼리5호,등급없음,900,450,750,350,2018-07-05,27:05.3
완도-녹동,완도,금당도,금오페리5호,일반실,900,450,750,350,2018-02-26,03:55.7
완도-녹동,완도,금당도,3은성호,등급없음,900,450,750,350,2002-06-01,21:17.0
완도-녹동,완도,금당도,3은성호,등급없음,900,450,750,350,2003-05-03,42:21.7
완도-녹동,완도,금당도,평화훼리3호,3등실,900,450,750,350,2002-06-01,21:17.0
완도-녹동,완도,금당도,평화훼리3호,3등실,900,450,750,350,2002-08-09,42:21.7
완도-녹동,완도,금당도,제5은성페리호,등급없음,900,450,750,350,2002-06-01,21:17.0
완도-녹동,완도,금당도,제5은성페리호,등급없음,900,450,750,350,2002-08-09,42:21.7
완도-녹동,완도,금일도,평화훼리5호,등급없음,650,300,600,300,2018-07-05,27:05.3
완도-녹동,완도,금일도,금오페리5호,일반실,650,300,600,300,2018-02-26,03:55.7
완도-녹동,완도,금일도,3은성호,등급없음,650,300,600,300,2002-06-01,21:17.0
완도-녹동,완도,금일도,3은성호,등급없음,650,300,600,300,2003-05-03,42:21.7
완도-녹동,완도,금일도,평화훼리3호,3등실,650,300,600,300,2002-06-01,21:17.0
완도-녹동,완도,금일도,평화훼리3호,3등실,650,300,600,300,2002-08-09,42:21.7
완도-녹동,완도,금일도,제5은성페리호,등급없음,650,300,600,300,2002-06-01,21:17.0
완도-녹동,완도,금일도,제5은성페리호,등급없음,650,300,600,300,2002-08-09,42:21.7
완도-녹동,완도,녹동,평화훼리5호,등급없음,1300,650,750,350,2018-07-05,27:05.3
완도-녹동,완도,녹동,금오페리5호,일반실,1300,650,750,350,2018-02-26,03:55.7
완도-녹동,완도,녹동,3은성호,등급없음,1300,650,750,350,2002-06-01,21:17.0
완도-녹동,완도,녹동,3은성호,등급없음,1300,650,750,350,2003-05-03,42:21.7
완도-녹동,완도,녹동,평화훼리3호,3등실,1300,650,750,350,2002-06-01,21:17.0
완도-녹동,완도,녹동,평화훼리3호,3등실,1300,650,750,350,2002-08-09,42:21.7
완도-녹동,완도,녹동,제5은성페리호,등급없음,1300,650,750,350,2002-06-01,21:17.0
완도-녹동,완도,녹동,제5은성페리호,등급없음,1300,650,750,350,2002-08-09,42:21.7
완도-녹동,완도,약산도,평화훼리5호,등급없음,450,200,450,200,2018-07-05,27:05.3
완도-녹동,완도,약산도,금오페리5호,일반실,450,200,450,200,2018-02-26,03:55.7
완도-녹동,완도,약산도,3은성호,등급없음,450,200,450,200,2002-06-01,21:17.0
완도-녹동,완도,약산도,3은성호,등급없음,450,200,450,200,2003-05-03,42:21.7
완도-녹동,완도,약산도,평화훼리3호,3등실,450,200,450,200,2002-06-01,21:17.0
완도-녹동,완도,약산도,평화훼리3호,3등실,450,200,450,200,2002-08-09,42:21.7
완도-녹동,완도,약산도,제5은성페리호,등급없음,450,200,450,200,2002-06-01,21:17.0
완도-녹동,완도,약산도,제5은성페리호,등급없음,450,200,450,200,2002-08-09,42:21.7
완도-생일,완도,도장_금일도,3은성호,등급없음,650,300,600,300,2003-03-24,29:28.2
완도-생일,완도,도장_금일도,3은성호,등급없음,650,300,600,300,2003-05-03,06:26.7
완도-생일,완도,생일_서성,3은성호,등급없음,750,350,700,350,2003-03-24,29:28.2
완도-생일,완도,생일_서성,3은성호,등급없음,750,350,700,350,2003-05-03,06:26.7
완도-생일,완도,신지도,3은성호,등급없음,400,200,400,200,2003-03-24,29:28.2
완도-생일,완도,신지도,3은성호,등급없음,400,200,400,200,2003-05-03,06:26.7
완도-생일,완도,약산_득암,3은성호,등급없음,400,200,350,150,2003-03-24,29:28.2
완도-생일,완도,약산_득암,3은성호,등급없음,400,200,350,150,2003-05-03,06:26.7
녹동-거문도,거문도,금당도,평화훼리5호,등급없음,0,0,0,0,2011-03-01,20:07.2
녹동-거문도,거문도,금당도,평화훼리5호,등급없음,0,0,0,0,2012-06-07,13:42.3
녹동-거문도,거문도,금당도,평화훼리5호,등급없음,0,0,0,0,2015-02-22,53:23.3
녹동-거문도,거문도,금당도,평화훼리5호,등급없음,0,0,0,0,2016-03-24,34:14.3
녹동-거문도,거문도,금당도,평화페리9호,등급없음,0,0,0,0,2011-03-01,20:07.2
녹동-거문도,거문도,금당도,평화페리9호,등급없음,0,0,0,0,2012-06-07,13:42.3
녹동-거문도,거문도,금당도,평화페리9호,등급없음,0,0,0,0,2016-05-18,53:35.8
녹동-거문도,거문도,금당도,은해페리호,등급없음,0,0,0,0,2019-05-15,29:31.1
녹동-거문도,거문도,금당도,은해페리호,등급없음,0,0,0,0,2020-04-23,39:17.3
녹동-거문도,거문도,금당도,은해페리호,등급없음,0,0,0,0,2024-05-08,31:16.2
녹동-거문도,거문도,금당도,은해페리호,등급없음,0,0,0,0,2024-10-30,37:10.1
녹동-거문도,거문도,금당도,평화페리11호,등급없음,0,0,0,0,2018-06-01,24:57.6
녹동-거문도,거문도,금당도,평화페리11호,등급없음,0,0,0,0,2020-04-23,40:47.2
녹동-거문도,거문도,동송_금일도,평화훼리5호,등급없음,0,0,0,0,2011-03-01,20:07.3
녹동-거문도,거문도,동송_금일도,평화훼리5호,등급없음,0,0,0,0,2012-06-07,13:42.3
녹동-거문도,거문도,동송_금일도,평화훼리5호,등급없음,0,0,0,0,2015-02-22,53:23.3
녹동-거문도,거문도,동송_금일도,평화훼리5호,등급없음,0,0,0,0,2016-03-24,34:14.3
녹동-거문도,거문도,동송_금일도,평화페리9호,등급없음,0,0,0,0,2011-03-01,20:07.3
녹동-거문도,거문도,동송_금일도,평화페리9호,등급없음,0,0,0,0,2012-06-07,13:42.3
녹동-거문도,거문도,동송_금일도,평화페리9호,등급없음,0,0,0,0,2016-05-18,53:35.8
녹동-거문도,거문도,동송_금일도,은해페리호,등급없음,0,0,0,0,2019-05-15,29:31.1
녹동-거문도,거문도,동송_금일도,은해페리호,등급없음,0,0,0,0,2020-04-23,39:17.3
녹동-거문도,거문도,동송_금일도,은해페리호,등급없음,0,0,0,0,2024-05-08,31:16.2
녹동-거문도,거문도,동송_금일도,은해페리호,등급없음,0,0,0,0,2024-10-30,37:10.1
녹동-거문도,거문도,동송_금일도,평화페리11호,등급없음,0,0,0,0,2018-06-01,24:57.6
녹동-거문도,거문도,동송_금일도,평화페리11호,등급없음,0,0,0,0,2020-04-23,40:47.2
여수-손죽-거문,거문도,외나로도,데모크라시 1호,일반석,1000,500,500,250,2009-08-27,50:48.5
여수-손죽-거문,거문도,외나로도,거문도사랑,등급없음,0,0,0,0,2005-12-31,28:47.0
여수-손죽-거문,거문도,외나로도,거문도사랑,등급없음,1000,500,500,250,2006-01-02,36:18.5
여수-손죽-거문,거문도,외나로도,조국호,일반석,1500,750,750,750,2015-04-01,09:57.2
여수-손죽-거문,거문도,외나로도,조국호,일반석,1500,750,750,750,2016-05-04,01:52.5
여수-손죽-거문,거문도,외나로도,남 해  퀸,1층,1500,750,750,750,2020-09-29,37:52.8
여수-손죽-거문,거문도,외나로도,남 해  퀸,2층,1500,750,750,750,2020-09-29,37:56.7
녹동-거문도,거문도,녹동,평화훼리5호,등급없음,0,0,0,0,2011-03-01,20:07.2
녹동-거문도,거문도,녹동,평화훼리5호,등급없음,0,0,0,0,2012-06-07,13:42.3
녹동-거문도,거문도,녹동,평화훼리5호,등급없음,0,0,0,0,2015-02-22,53:23.2
녹동-거문도,거문도,녹동,평화훼리5호,등급없음,0,0,0,0,2016-03-24,34:14.3
녹동-거문도,거문도,녹동,평화페리9호,등급없음,0,0,0,0,2011-03-01,20:07.2
녹동-거문도,거문도,녹동,평화페리9호,등급없음,0,0,0,0,2012-06-07,13:42.3
녹동-거문도,거문도,녹동,평화페리9호,등급없음,0,0,0,0,2016-05-18,53:35.8
녹동-거문도,거문도,녹동,은해페리호,등급없음,0,0,0,0,2019-05-15,29:31.1
녹동-거문도,거문도,녹동,은해페리호,등급없음,0,0,0,0,2020-04-23,39:17.3
녹동-거문도,거문도,녹동,은해페리호,등급없음,0,0,0,0,2024-05-08,31:16.2
녹동-거문도,거문도,녹동,은해페리호,등급없음,0,0,0,0,2024-10-30,37:10.1
녹동-거문도,거문도,녹동,평화페리11호,등급없음,0,0,0,0,2018-06-01,24:57.6
녹동-거문도,거문도,녹동,평화페리11호,등급없음,0,0,0,0,2020-04-23,40:47.2
녹동-거문도,거문도,손죽도,평화훼리5호,등급없음,0,0,0,0,2015-02-22,53:23.3
녹동-거문도,거문도,손죽도,평화훼리5호,등급없음,0,0,0,0,2016-03-24,34:14.3
녹동-거문도,거문도,손죽도,평화페리9호,등급없음,0,0,0,0,2016-05-18,53:35.8
녹동-거문도,거문도,손죽도,은해페리호,등급없음,0,0,0,0,2019-05-15,29:31.1
녹동-거문도,거문도,손죽도,은해페리호,등급없음,0,0,0,0,2020-04-23,39:17.3
녹동-거문도,거문도,손죽도,은해페리호,등급없음,0,0,0,0,2024-05-08,31:16.2
녹동-거문도,거문도,손죽도,은해페리호,등급없음,0,0,0,0,2024-10-30,37:10.1
녹동-거문도,거문도,손죽도,평화페리11호,등급없음,0,0,0,0,2018-06-01,24:57.6
녹동-거문도,거문도,손죽도,평화페리11호,등급없음,0,0,0,0,2020-04-23,40:47.2
녹동-거문도,거문도,초도,평화훼리5호,등급없음,0,0,0,0,2011-03-01,20:07.3
녹동-거문도,거문도,초도,평화훼리5호,등급없음,0,0,0,0,2012-06-07,13:42.3
녹동-거문도,거문도,초도,평화훼리5호,등급없음,0,0,0,0,2015-02-22,53:23.3
녹동-거문도,거문도,초도,평화훼리5호,등급없음,0,0,0,0,2016-03-24,34:14.3
녹동-거문도,거문도,초도,평화페리9호,등급없음,0,0,0,0,2011-03-01,20:07.3
녹동-거문도,거문도,초도,평화페리9호,등급없음,0,0,0,0,2016-05-18,53:35.8
녹동-거문도,거문도,초도,은해페리호,등급없음,0,0,0,0,2019-05-15,29:31.1
녹동-거문도,거문도,초도,은해페리호,등급없음,0,0,0,0,2020-04-23,39:17.3
녹동-거문도,거문도,초도,은해페리호,등급없음,0,0,0,0,2024-05-08,31:16.2
녹동-거문도,거문도,초도,은해페리호,등급없음,0,0,0,0,2024-10-30,37:10.1
녹동-거문도,거문도,초도,평화페리11호,등급없음,0,0,0,0,2018-06-01,24:57.6
녹동-거문도,거문도,초도,평화페리11호,등급없음,0,0,0,0,2020-04-23,40:47.2
녹동-거문도,거문도,초도_대동,평화훼리5호,등급없음,0,0,0,0,2015-02-22,53:23.3
녹동-거문도,거문도,초도_대동,평화훼리5호,등급없음,0,0,0,0,2016-03-24,34:14.3
녹동-거문도,거문도,초도_대동,평화페리9호,등급없음,0,0,0,0,2016-05-18,53:35.8
녹동-거문도,거문도,초도_대동,은해페리호,등급없음,0,0,0,0,2019-05-15,29:31.1
녹동-거문도,거문도,초도_대동,은해페리호,등급없음,0,0,0,0,2020-04-23,39:17.3
녹동-거문도,거문도,초도_대동,은해페리호,등급없음,0,0,0,0,2024-05-08,31:16.2
녹동-거문도,거문도,초도_대동,은해페리호,등급없음,0,0,0,0,2024-10-30,37:10.1
녹동-거문도,거문도,초도_대동,평화페리11호,등급없음,0,0,0,0,2018-06-01,24:57.6
녹동-거문도,거문도,초도_대동,평화페리11호,등급없음,0,0,0,0,2020-04-23,40:47.2
녹동-거문도,거문도,서도/동도,은해페리호,등급없음,0,0,0,0,2020-04-23,39:17.3
녹동-거문도,거문도,서도/동도,은해페리호,등급없음,0,0,0,0,2024-05-08,31:16.2
녹동-거문도,거문도,서도/동도,은해페리호,등급없음,0,0,0,0,2024-10-30,37:10.1
녹동-거문도,거문도,서도/동도,평화페리11호,등급없음,0,0,0,0,2020-04-23,40:47.2
녹동-거문도,거문도,금산_금진,평화훼리5호,등급없음,0,0,0,0,2011-03-01,20:07.2
녹동-거문도,거문도,금산_금진,평화훼리5호,등급없음,0,0,0,0,2012-06-07,13:42.3
녹동-거문도,거문도,금산_금진,평화훼리5호,등급없음,0,0,0,0,2015-02-22,53:23.3
녹동-거문도,거문도,금산_금진,평화훼리5호,등급없음,0,0,0,0,2016-03-24,34:14.3
녹동-거문도,거문도,금산_금진,평화페리9호,등급없음,0,0,0,0,2011-03-01,20:07.2
녹동-거문도,거문도,금산_금진,평화페리9호,등급없음,0,0,0,0,2012-06-07,13:42.3
녹동-거문도,거문도,금산_금진,평화페리9호,등급없음,0,0,0,0,2016-05-18,53:35.8
녹동-거문도,거문도,금산_금진,은해페리호,등급없음,0,0,0,0,2019-05-15,29:31.1
녹동-거문도,거문도,금산_금진,은해페리호,등급없음,0,0,0,0,2020-04-23,39:17.3
녹동-거문도,거문도,금산_금진,은해페리호,등급없음,0,0,0,0,2024-05-08,31:16.2
녹동-거문도,거문도,금산_금진,은해페리호,등급없음,0,0,0,0,2024-10-30,37:10.1
녹동-거문도,거문도,금산_금진,평화페리11호,등급없음,0,0,0,0,2018-06-01,24:57.6
녹동-거문도,거문도,금산_금진,평화페리11호,등급없음,0,0,0,0,2020-04-23,40:47.2
녹동-거문도,거문도,금산_우두,평화훼리5호,등급없음,0,0,0,0,2012-06-07,13:42.3
녹동-거문도,거문도,금산_우두,평화훼리5호,등급없음,0,0,0,0,2015-02-22,53:23.3
녹동-거문도,거문도,금산_우두,평화훼리5호,등급없음,0,0,0,0,2016-03-24,34:14.3
녹동-거문도,거문도,금산_우두,평화페리9호,등급없음,0,0,0,0,2012-06-07,13:42.3
녹동-거문도,거문도,금산_우두,평화페리9호,등급없음,0,0,0,0,2016-05-18,53:35.8
녹동-거문도,거문도,금산_우두,은해페리호,등급없음,0,0,0,0,2019-05-15,29:31.1
녹동-거문도,거문도,금산_우두,은해페리호,등급없음,0,0,0,0,2020-04-23,39:17.3
녹동-거문도,거문도,금산_우두,은해페리호,등급없음,0,0,0,0,2024-05-08,31:16.2
녹동-거문도,거문도,금산_우두,은해페리호,등급없음,0,0,0,0,2024-10-30,37:10.1
녹동-거문도,거문도,금산_우두,평화페리11호,등급없음,0,0,0,0,2018-06-01,24:57.6
녹동-거문도,거문도,금산_우두,평화페리11호,등급없음,0,0,0,0,2020-04-23,40:47.2
녹동-거문도,녹동,거문도,평화훼리5호,등급없음,1500,750,750,350,2011-03-01,20:07.2
녹동-거문도,녹동,거문도,평화훼리5호,등급없음,1500,600,750,550,2012-06-07,13:42.3
녹동-거문도,녹동,거문도,평화훼리5호,등급없음,1500,600,750,550,2015-02-22,53:23.2
녹동-거문도,녹동,거문도,평화훼리5호,등급없음,1500,600,750,550,2016-03-24,34:14.3
녹동-거문도,녹동,거문도,평화페리9호,등급없음,1500,750,750,350,2011-03-01,20:07.2
녹동-거문도,녹동,거문도,평화페리9호,등급없음,1500,600,750,550,2012-06-07,13:42.3
녹동-거문도,녹동,거문도,평화페리9호,등급없음,1500,600,750,550,2016-05-18,53:35.7
녹동-거문도,녹동,거문도,은해페리호,등급없음,1500,600,750,550,2019-05-15,29:31.1
녹동-거문도,녹동,거문도,은해페리호,등급없음,1500,600,750,550,2020-04-23,39:17.3
녹동-거문도,녹동,거문도,은해페리호,등급없음,1500,600,750,550,2024-05-08,31:16.2
녹동-거문도,녹동,거문도,은해페리호,등급없음,1500,600,750,550,2024-10-30,37:10.1
녹동-거문도,녹동,거문도,평화페리11호,등급없음,1500,600,750,550,2018-06-01,24:57.6
녹동-거문도,녹동,거문도,평화페리11호,등급없음,1500,600,750,550,2020-04-23,40:47.2
녹동-거문도,녹동,금당도,평화훼리5호,등급없음,500,250,450,200,2011-03-01,20:07.2
녹동-거문도,녹동,금당도,평화훼리5호,등급없음,550,200,250,200,2012-06-07,13:42.3
녹동-거문도,녹동,금당도,평화훼리5호,등급없음,550,200,250,200,2015-02-22,53:23.2
녹동-거문도,녹동,금당도,평화훼리5호,등급없음,550,200,250,200,2016-03-24,34:14.3
녹동-거문도,녹동,금당도,평화페리9호,등급없음,500,250,450,200,2011-03-01,20:07.2
녹동-거문도,녹동,금당도,평화페리9호,등급없음,550,200,250,200,2012-06-07,13:42.3
녹동-거문도,녹동,금당도,평화페리9호,등급없음,550,200,250,200,2016-05-18,53:35.7
녹동-거문도,녹동,금당도,은해페리호,등급없음,550,200,250,200,2019-05-15,29:31.1
녹동-거문도,녹동,금당도,은해페리호,등급없음,550,200,250,200,2020-04-23,39:17.3
녹동-거문도,녹동,금당도,은해페리호,등급없음,550,200,250,200,2024-05-08,31:16.2
녹동-거문도,녹동,금당도,은해페리호,등급없음,550,200,250,200,2024-10-30,37:10.1
녹동-거문도,녹동,금당도,평화페리11호,등급없음,550,200,250,200,2018-06-01,24:57.6
녹동-거문도,녹동,금당도,평화페리11호,등급없음,550,200,250,200,2020-04-23,40:47.2
녹동-거문도,녹동,동송_금일도,평화훼리5호,등급없음,850,400,750,350,2011-03-01,20:07.2
녹동-거문도,녹동,동송_금일도,평화훼리5호,등급없음,700,200,300,200,2012-06-07,13:42.3
녹동-거문도,녹동,동송_금일도,평화훼리5호,등급없음,700,200,300,200,2015-02-22,53:23.2
녹동-거문도,녹동,동송_금일도,평화훼리5호,등급없음,700,200,300,200,2016-03-24,34:14.3
녹동-거문도,녹동,동송_금일도,평화페리9호,등급없음,850,400,750,350,2011-03-01,20:07.2
녹동-거문도,녹동,동송_금일도,평화페리9호,등급없음,700,200,300,200,2012-06-07,13:42.3
녹동-거문도,녹동,동송_금일도,평화페리9호,등급없음,700,200,300,200,2016-05-18,53:35.7
녹동-거문도,녹동,동송_금일도,은해페리호,등급없음,700,200,300,200,2019-05-15,29:31.1
녹동-거문도,녹동,동송_금일도,은해페리호,등급없음,700,200,300,200,2020-04-23,39:17.3
녹동-거문도,녹동,동송_금일도,은해페리호,등급없음,700,200,300,200,2024-05-08,31:16.2
녹동-거문도,녹동,동송_금일도,은해페리호,등급없음,700,200,300,200,2024-10-30,37:10.1
녹동-거문도,녹동,동송_금일도,평화페리11호,등급없음,700,200,300,200,2018-06-01,24:57.6
녹동-거문도,녹동,동송_금일도,평화페리11호,등급없음,700,200,300,200,2020-04-23,40:47.2
녹동-거문도,녹동,손죽도,평화훼리5호,등급없음,1500,600,750,550,2015-02-22,53:23.2
녹동-거문도,녹동,손죽도,평화훼리5호,등급없음,1500,550,750,500,2016-03-24,34:14.3
녹동-거문도,녹동,손죽도,평화페리9호,등급없음,1500,600,750,550,2016-05-18,53:35.7
녹동-거문도,녹동,손죽도,은해페리호,등급없음,1500,550,750,500,2019-05-15,29:31.1
녹동-거문도,녹동,손죽도,은해페리호,등급없음,1500,550,750,500,2020-04-23,39:17.3
녹동-거문도,녹동,손죽도,은해페리호,등급없음,1500,550,750,500,2024-05-08,31:16.2
녹동-거문도,녹동,손죽도,은해페리호,등급없음,1500,550,750,500,2024-10-30,37:10.1
녹동-거문도,녹동,손죽도,평화페리11호,등급없음,1500,550,750,500,2018-06-01,24:57.6
녹동-거문도,녹동,손죽도,평화페리11호,등급없음,1500,550,750,500,2020-04-23,40:47.2
녹동-거문도,녹동,초도,평화훼리5호,등급없음,1500,750,750,350,2011-03-01,20:07.2
녹동-거문도,녹동,초도,평화훼리5호,등급없음,1500,450,750,400,2012-06-07,13:42.3
녹동-거문도,녹동,초도,평화훼리5호,등급없음,0,0,0,0,2015-02-22,53:23.2
녹동-거문도,녹동,초도,평화훼리5호,등급없음,0,0,0,0,2016-03-24,34:14.3
녹동-거문도,녹동,초도,평화페리9호,등급없음,1500,750,750,350,2011-03-01,20:07.2
녹동-거문도,녹동,초도,평화페리9호,등급없음,1500,450,750,400,2012-06-07,13:42.3
녹동-거문도,녹동,초도,평화페리9호,등급없음,1500,450,750,400,2016-05-18,53:35.7
녹동-거문도,녹동,초도,은해페리호,등급없음,0,0,0,0,2019-05-15,29:31.1
녹동-거문도,녹동,초도,은해페리호,등급없음,0,0,0,0,2020-04-23,39:17.3
녹동-거문도,녹동,초도,은해페리호,등급없음,0,0,0,0,2024-05-08,31:16.2
녹동-거문도,녹동,초도,은해페리호,등급없음,0,0,0,0,2024-10-30,37:10.1
녹동-거문도,녹동,초도,평화페리11호,등급없음,0,0,0,0,2018-06-01,24:57.6
녹동-거문도,녹동,초도,평화페리11호,등급없음,0,0,0,0,2020-04-23,40:47.2
녹동-거문도,녹동,초도_대동,평화훼리5호,등급없음,1500,450,750,400,2012-06-07,20:15.5
녹동-거문도,녹동,초도_대동,평화훼리5호,등급없음,1500,450,750,400,2015-02-22,53:23.2
녹동-거문도,녹동,초도_대동,평화훼리5호,등급없음,1500,450,750,400,2016-03-24,34:14.3
녹동-거문도,녹동,초도_대동,평화페리9호,등급없음,1500,450,750,400,2012-06-07,13:42.3
녹동-거문도,녹동,초도_대동,평화페리9호,등급없음,1500,450,750,400,2016-05-18,53:35.7
녹동-거문도,녹동,초도_대동,은해페리호,등급없음,1500,450,750,400,2019-05-15,29:31.1
녹동-거문도,녹동,초도_대동,은해페리호,등급없음,1500,450,750,400,2020-04-23,39:17.3
녹동-거문도,녹동,초도_대동,은해페리호,등급없음,1500,450,750,400,2024-05-08,31:16.2
녹동-거문도,녹동,초도_대동,은해페리호,등급없음,1500,450,750,400,2024-10-30,37:10.1
녹동-거문도,녹동,초도_대동,평화페리11호,등급없음,1500,450,750,400,2018-06-01,24:57.6
녹동-거문도,녹동,초도_대동,평화페리11호,등급없음,1500,450,750,400,2020-04-23,40:47.2
녹동-거문도,녹동,서도/동도,은해페리호,등급없음,1500,600,750,550,2020-04-23,39:17.3
녹동-거문도,녹동,서도/동도,은해페리호,등급없음,1500,550,750,500,2024-05-08,31:16.2
녹동-거문도,녹동,서도/동도,은해페리호,등급없음,1500,550,750,500,2024-10-30,37:10.1
녹동-거문도,녹동,서도/동도,평화페리11호,등급없음,1500,550,750,500,2020-04-23,40:47.2
녹동-거문도,녹동,금산_금진,평화훼리5호,등급없음,0,0,0,0,2011-03-01,20:07.2
녹동-거문도,녹동,금산_금진,평화훼리5호,등급없음,0,0,0,0,2012-06-07,13:42.3
녹동-거문도,녹동,금산_금진,평화훼리5호,등급없음,0,0,0,0,2015-02-22,53:23.2
녹동-거문도,녹동,금산_금진,평화훼리5호,등급없음,0,0,0,0,2016-03-24,34:14.2
녹동-거문도,녹동,금산_금진,평화페리9호,등급없음,0,0,0,0,2011-03-01,20:07.2
녹동-거문도,녹동,금산_금진,평화페리9호,등급없음,0,0,0,0,2012-06-07,13:42.3
녹동-거문도,녹동,금산_금진,평화페리9호,등급없음,0,0,0,0,2016-05-18,53:35.7
녹동-거문도,녹동,금산_금진,은해페리호,등급없음,0,0,0,0,2019-05-15,29:31.1
녹동-거문도,녹동,금산_금진,은해페리호,등급없음,0,0,0,0,2020-04-23,39:17.3
녹동-거문도,녹동,금산_금진,은해페리호,등급없음,0,0,0,0,2024-05-08,31:16.2
녹동-거문도,녹동,금산_금진,은해페리호,등급없음,0,0,0,0,2024-10-30,37:10.1
녹동-거문도,녹동,금산_금진,평화페리11호,등급없음,0,0,0,0,2018-06-01,24:57.6
녹동-거문도,녹동,금산_금진,평화페리11호,등급없음,0,0,0,0,2020-04-23,40:47.2
녹동-거문도,녹동,금산_우두,은해페리호,등급없음,0,0,0,0,2020-04-23,39:17.3
녹동-거문도,녹동,금산_우두,은해페리호,등급없음,0,0,0,0,2024-05-08,31:16.2
녹동-거문도,녹동,금산_우두,은해페리호,등급없음,0,0,0,0,2024-10-30,37:10.1
녹동-거문도,녹동,금산_우두,평화페리11호,등급없음,0,0,0,0,2020-04-23,40:47.2
녹동-거문도(그린),거문도,녹동,웨스트그린호,일반석,1500,750,750,400,2022-03-30,17:06.9
녹동-거문도(그린),거문도,녹동,웨스트그린호,일반석,1500,750,750,400,2022-10-21,13:54.6
녹동-거문도(그린),거문도,녹동,웨스트그린호,우등석,1500,750,750,400,2022-03-30,17:12.9
녹동-거문도(그린),거문도,녹동,웨스트그린호,우등석,1500,750,750,400,2022-10-21,13:54.6
녹동-거문도(그린),거문도,녹동,쓰리아일랜드,일반실,1500,750,750,400,2021-05-14,00:53.2
녹동-거문도(그린),거문도,녹동,쓰리아일랜드,일반실,1500,750,750,400,2021-08-25,12:21.3
녹동-거문도(그린),거문도,녹동,퍼스트퀸,일반객실,1500,750,750,400,2021-06-17,05:36.9
녹동-거문도(그린),거문도,녹동,퍼스트퀸,일반객실,1500,750,750,400,2021-06-23,01:33.2
녹동-거문도(그린),거문도,동도,쓰리아일랜드,일반실,0,0,0,0,2021-05-14,55:03.2
녹동-거문도(그린),거문도,서도,웨스트그린호,일반석,0,0,0,0,2022-03-30,17:06.9
녹동-거문도(그린),거문도,서도,웨스트그린호,일반석,0,0,0,0,2022-10-21,13:54.6
녹동-거문도(그린),거문도,서도,웨스트그린호,우등석,0,0,0,0,2022-03-30,17:12.9
녹동-거문도(그린),거문도,서도,웨스트그린호,우등석,0,0,0,0,2022-10-21,13:54.6
녹동-거문도(그린),거문도,서도,쓰리아일랜드,일반실,0,0,0,0,2021-05-14,00:53.2
녹동-거문도(그린),거문도,서도,쓰리아일랜드,일반실,0,0,0,0,2021-08-25,12:21.3
녹동-거문도(그린),거문도,서도,퍼스트퀸,일반객실,0,0,0,0,2021-06-17,05:36.9
녹동-거문도(그린),거문도,서도,퍼스트퀸,일반객실,0,0,0,0,2021-06-23,01:33.2
녹동-거문도(그린),거문도,손죽도,웨스트그린호,일반석,0,0,0,0,2022-03-30,17:06.9
녹동-거문도(그린),거문도,손죽도,웨스트그린호,일반석,1100,550,750,400,2022-10-21,13:54.6
녹동-거문도(그린),거문도,손죽도,웨스트그린호,우등석,0,0,0,0,2022-03-30,17:12.9
녹동-거문도(그린),거문도,손죽도,웨스트그린호,우등석,1100,550,750,400,2022-10-21,13:54.6
녹동-거문도(그린),거문도,손죽도,쓰리아일랜드,일반실,1100,550,550,300,2021-05-14,00:53.2
녹동-거문도(그린),거문도,손죽도,쓰리아일랜드,일반실,1100,550,550,300,2021-08-25,12:21.3
녹동-거문도(그린),거문도,손죽도,퍼스트퀸,일반객실,0,0,0,0,2021-06-17,05:36.9
녹동-거문도(그린),거문도,손죽도,퍼스트퀸,일반객실,0,0,0,0,2021-06-23,01:33.2
녹동-거문도(그린),거문도,초도,쓰리아일랜드,일반실,0,0,0,0,2021-05-14,55:03.2
녹동-거문도(그린),거문도,초도_대동,웨스트그린호,일반석,1300,650,750,400,2022-03-30,17:06.9
녹동-거문도(그린),거문도,초도_대동,웨스트그린호,일반석,1300,650,750,400,2022-10-21,13:54.6
녹동-거문도(그린),거문도,초도_대동,웨스트그린호,우등석,1300,650,750,400,2022-03-30,17:12.9
녹동-거문도(그린),거문도,초도_대동,웨스트그린호,우등석,1300,650,750,400,2022-10-21,13:54.6
녹동-거문도(그린),거문도,초도_대동,쓰리아일랜드,일반실,1100,550,550,300,2021-05-14,00:53.2
녹동-거문도(그린),거문도,초도_대동,쓰리아일랜드,일반실,1100,550,550,300,2021-08-25,12:21.3
녹동-거문도(그린),거문도,초도_대동,퍼스트퀸,일반객실,1300,650,750,400,2021-06-17,05:36.9
녹동-거문도(그린),거문도,초도_대동,퍼스트퀸,일반객실,1300,650,750,400,2021-06-23,01:33.2
녹동-거문도(그린),녹동,거문도,웨스트그린호,일반석,0,0,0,0,2022-03-30,17:06.9
녹동-거문도(그린),녹동,거문도,웨스트그린호,일반석,0,0,0,0,2022-10-21,13:54.6
녹동-거문도(그린),녹동,거문도,웨스트그린호,우등석,0,0,0,0,2022-03-30,17:12.9
녹동-거문도(그린),녹동,거문도,웨스트그린호,우등석,0,0,0,0,2022-10-21,13:54.6
녹동-거문도(그린),녹동,거문도,쓰리아일랜드,일반실,1500,600,750,550,2021-05-14,00:53.2
녹동-거문도(그린),녹동,거문도,쓰리아일랜드,일반실,0,0,0,0,2021-08-25,12:21.3
